1.jpg: [[6.674591064453125, -3.8332977294921875], [6.0823974609375, -5.80615234375], [0.71478271484375, -8.050643920898438], [7.691131591796875, 0.78253173828125]]
1802.jpg: [[5.615936279296875, -3.659027099609375], [9.88916015625, -7.487579345703125], [-8.0548095703125, 2.6104736328125], [-6.58154296875, -6.436370849609375]]
1803.jpg: [[5.3250732421875, 9.117172241210938], [2.3632659912109375, 6.3814697265625], [7.17083740234375, -2.79058837890625], [5.27294921875, -0.619598388671875]]
1804.jpg: [[2.96722412109375, -4.101362228393555], [-9.69122314453125, -9.219212532043457], [-8.5909423828125, 2.9096908569335938], [6.34527587890625, 9.964042663574219]]
1805.jpg: [[4.10467529296875, 6.7021942138671875], [-9.0430908203125, 2.7630081176757812], [-1.28387451171875, -2.5455169677734375], [-3.167327880859375, 1.3631439208984375]]
1806.jpg: [[0.5385360717773438, -8.21063232421875], [2.617950439453125, 1.702545166015625], [-2.1411666870117188, 1.5694580078125], [-3.6769561767578125, 4.405059814453125]]
1807.jpg: [[-0.896881103515625, -1.7137451171875], [-9.5447998046875, 3.93951416015625], [-0.136688232421875, 4.711212158203125], [-5.476043701171875, -4.631134033203125]]
1808.jpg: [[-6.4600067138671875, -6.5268096923828125], [-2.2410888671875, 5.7723236083984375], [-6.6672210693359375, -1.2912750244140625], [2.011077880859375, 3.4178466796875]]
1809.jpg: [[-9.864471435546875, 6.6204681396484375], [-4.161773681640625, -1.8067626953125], [-2.0306396484375, 0.4532470703125], [-5.149444580078125, -1.112274169921875]]
181.jpg: [[5.8900909423828125, 0.34476280212402344], [-8.089263916015625, -9.607190132141113], [8.804168701171875, -6.052101135253906], [-2.303558349609375, 1.9163589477539062]]
1810.jpg: [[-7.702880859375, -2.0402660369873047], [-1.288238525390625, -9.87562370300293], [0.368072509765625, -0.093048095703125], [0.720245361328125, -9.836311340332031]]
1811.jpg: [[4.6402587890625, -8.15655517578125], [9.2869873046875, 2.6660003662109375], [4.62835693359375, -6.699005126953125], [-6.8724365234375, -4.1285400390625]]
1812.jpg: [[-4.906158447265625, -4.5503387451171875], [-2.73138427734375, -8.84002685546875], [-0.857513427734375, 3.8956298828125], [4.772491455078125, -9.99920654296875]]
1813.jpg: [[2.2909088134765625, -5.056848526000977], [-5.481925964355469, 9.751314163208008], [-9.782015800476074, -4.8889923095703125], [-9.861724853515625, -8.133804321289062]]
1814.jpg: [[0.8681640625, -3.90496826171875], [-4.072265625, -1.889312744140625], [0.5498046875, 4.129119873046875], [4.214691162109375, 2.793121337890625]]
1815.jpg: [[7.265342712402344, -7.57501220703125], [-3.6840362548828125, 5.4524993896484375], [1.2759857177734375, 9.151947021484375], [-7.3069610595703125, 3.306304931640625]]
1816.jpg: [[-2.3083877563476562, -6.556793212890625], [2.074615478515625, -4.7110595703125], [8.696952819824219, -1.552642822265625], [7.10943603515625, 1.010040283203125]]
1817.jpg: [[-6.188385009765625, 3.3014984130859375], [-9.81402587890625, 4.958793640136719], [-5.656341552734375, 8.444808959960938], [-1.6583251953125, -5.369720458984375]]
1818.jpg: [[8.555824279785156, -7.986351013183594], [6.395416259765625, 4.2117156982421875], [2.0728988647460938, 0.8886260986328125], [1.509735107421875, -1.63897705078125]]
1819.jpg: [[3.3491363525390625, 3.341644287109375], [9.45391845703125, 4.83807373046875], [-4.9417724609375, 6.203826904296875], [3.52532958984375, 2.083953857421875]]
182.jpg: [[-5.42547607421875, 5.049652099609375], [-6.778564453125, 2.0923614501953125], [-3.917236328125, -7.3021697998046875], [-0.0333251953125, 6.0331573486328125]]
1820.jpg: [[-5.072608947753906, -7.76800537109375], [-1.3294219970703125, 4.811279296875], [-2.3600502014160156, 1.08984375], [2.5335845947265625, 2.2235107421875]]
1821.jpg: [[3.81439208984375, -2.301177978515625], [5.230133056640625, -2.07122802734375], [4.828887939453125, 5.27679443359375], [-0.525299072265625, -5.44976806640625]]
1822.jpg: [[-5.91668701171875, 5.146888732910156], [-5.09197998046875, -3.8131942749023438], [3.385040283203125, -5.8962249755859375], [-2.250244140625, 5.560516357421875]]
1823.jpg: [[1.499847412109375, 6.035037994384766], [5.15802001953125, 6.35331916809082], [4.17340087890625, 5.296134948730469], [5.202972412109375, -0.92742919921875]]
1824.jpg: [[0.045562744140625, 7.979766845703125], [7.17425537109375, -6.6981353759765625], [-3.357666015625, 4.3553009033203125], [-1.53857421875, -2.0375213623046875]]
1825.jpg: [[-7.703582763671875, -3.581268310546875], [9.6712646484375, 4.1466064453125], [-3.40753173828125, 1.214080810546875], [-7.222137451171875, 2.693267822265625]]
1826.jpg: [[-0.031463623046875, -7.360931396484375], [-6.634765625, -0.980621337890625], [2.731781005859375, -2.4019775390625], [7.98748779296875, -0.604400634765625]]
1827.jpg: [[4.859222412109375, 3.328857421875], [-7.92681884765625, -9.866455078125], [3.4298095703125, -1.84783935546875], [-3.49957275390625, -9.536163330078125]]
1828.jpg: [[7.8115234375, 1.9139556884765625], [-9.697540283203125, -7.3845977783203125], [-6.911712646484375, -7.079986572265625], [3.481597900390625, 9.54022216796875]]
1829.jpg: [[9.967521667480469, 7.436553955078125], [-5.706916809082031, 5.03546142578125], [6.419958114624023, -3.230804443359375], [9.968490600585938, 0.83502197265625]]
183.jpg: [[-8.42034912109375, 6.7853546142578125], [2.409210205078125, -6.868927001953125], [-8.683547973632812, 7.6087646484375], [6.825531005859375, -2.375946044921875]]
1830.jpg: [[4.767822265625, -9.54898452758789], [-3.00848388671875, 0.4206733703613281], [-7.404815673828125, 8.988006591796875], [5.1500244140625, -2.2446975708007812]]
1831.jpg: [[3.34906005859375, 5.91650390625], [-3.58306884765625, 7.056365966796875], [-6.432525634765625, 9.583343505859375], [5.38531494140625, 2.937347412109375]]
1832.jpg: [[-6.917327880859375, -2.9153671264648438], [-2.531402587890625, 6.4491729736328125], [-7.1385650634765625, -4.9363555908203125], [4.05865478515625, 0.7526702880859375]]
1833.jpg: [[2.98040771484375, -3.902069091796875], [-2.407470703125, -0.2179718017578125], [-6.455810546875, 9.08306884765625], [8.8701171875, 0.8170166015625]]
1834.jpg: [[1.94976806640625, 4.422454833984375], [1.0205078125, 0.7480926513671875], [-7.74884033203125, 2.746185302734375], [5.07421875, -4.7790679931640625]]
1835.jpg: [[-5.745208740234375, 9.881927490234375], [-2.124603271484375, 2.139659881591797], [8.60595703125, -2.12554931640625], [-7.264556884765625, -5.66827392578125]]
1836.jpg: [[-2.7440338134765625, 4.529869079589844], [-3.9989013671875, -4.8594512939453125], [5.4191131591796875, -6.436279296875], [-7.318023681640625, -3.84393310546875]]
1837.jpg: [[5.28668212890625, 4.4638519287109375], [0.718780517578125, 5.77813720703125], [-9.342681884765625, 9.3514404296875], [6.7669677734375, -1.295440673828125]]
1838.jpg: [[2.238372802734375, 2.4469070434570312], [7.49822998046875, 7.4654541015625], [5.002227783203125, -1.7861175537109375], [4.7574462890625, 2.777435302734375]]
1839.jpg: [[6.90631103515625, -8.313873291015625], [7.004791259765625, -0.27679443359375], [6.885894775390625, 1.46356201171875], [-7.379974365234375, 5.314056396484375]]
184.jpg: [[-8.070022583007812, 2.40948486328125], [-5.317779541015625, -2.25823974609375], [3.2474822998046875, 7.14227294921875], [0.555999755859375, -4.38275146484375]]
1840.jpg: [[-7.028961181640625, 3.16741943359375], [4.44354248046875, 3.0107421875], [-0.801971435546875, 9.55584716796875], [3.583251953125, 3.88800048828125]]
1841.jpg: [[-3.653553009033203, 1.5618896484375], [6.6969146728515625, 7.94354248046875], [9.012435913085938, -0.250274658203125], [5.759185791015625, -8.21734619140625]]
1842.jpg: [[-0.809417724609375, 5.5892181396484375], [5.81597900390625, 4.8928375244140625], [-0.0224609375, -4.334320068359375], [0.13482666015625, -0.20599365234375]]
1843.jpg: [[-7.4169158935546875, 1.9398040771484375], [-0.4507904052734375, 4.1038665771484375], [0.8093719482421875, -1.9876861572265625], [4.2351837158203125, 3.4754791259765625]]
1844.jpg: [[-9.6434326171875, -0.87005615234375], [-2.888153076171875, -7.73406982421875], [4.570465087890625, 9.6695556640625], [4.03955078125, 9.41973876953125]]
1845.jpg: [[-3.0494842529296875, 9.271759033203125], [-4.766975402832031, -1.34539794921875], [-4.805025100708008, 5.650726318359375], [8.784683227539062, -5.8538055419921875]]
1846.jpg: [[3.9357681274414062, -8.613555908203125], [7.3816375732421875, 1.723541259765625], [-2.2164764404296875, -5.869049072265625], [7.0117034912109375, -1.6903839111328125]]
1847.jpg: [[-3.3480224609375, -6.4168548583984375], [9.46514892578125, 4.9727630615234375], [-7.7791748046875, -4.6601409912109375], [6.9210205078125, 3.8003387451171875]]
1848.jpg: [[-5.26416015625, -3.0620880126953125], [3.131072998046875, 8.936859130859375], [-6.970611572265625, -2.6046142578125], [-7.190185546875, 0.549224853515625]]
1849.jpg: [[7.08441162109375, -4.574005126953125], [5.06365966796875, -7.31475830078125], [-6.4583740234375, -2.840545654296875], [-8.926788330078125, 0.401031494140625]]
185.jpg: [[-3.15936279296875, -2.61383056640625], [9.19561767578125, 1.8035888671875], [8.157745361328125, -1.742919921875], [6.73095703125, 0.090972900390625]]
1850.jpg: [[9.662864685058594, -6.421539306640625], [-8.313720703125, -1.421722412109375], [-6.6549530029296875, -6.00885009765625], [8.371795654296875, 9.6298828125]]
1851.jpg: [[-9.129409790039062, -8.796134948730469], [8.2840576171875, -7.0609049797058105], [-0.159027099609375, 4.555198669433594], [-3.752349853515625, 0.5627975463867188]]
1852.jpg: [[-4.68756103515625, -3.9896697998046875], [1.727142333984375, -1.9357452392578125], [6.48876953125, -6.625518798828125], [-7.95623779296875, 1.355682373046875]]
1853.jpg: [[3.6133270263671875, -6.2341766357421875], [-4.625823974609375, 2.506134033203125], [6.910400390625, 4.224639892578125], [9.51318359375, -6.9976654052734375]]
1854.jpg: [[0.530792236328125, -3.3645172119140625], [-4.62261962890625, 8.254531860351562], [-8.53265380859375, 0.8448486328125], [9.01953125, -0.53375244140625]]
1855.jpg: [[-6.6086273193359375, 9.91961669921875], [2.36724853515625, 3.963134765625], [-7.5999908447265625, -9.342041015625], [6.08349609375, -6.91839599609375]]
1856.jpg: [[-4.6589202880859375, 1.5093421936035156], [-1.9807586669921875, -1.4615745544433594], [-3.724151611328125, 8.14404296875], [6.765167236328125, 1.9365386962890625]]
1857.jpg: [[0.2985992431640625, -2.038909912109375], [6.013427734375, 6.942840576171875], [-2.2002716064453125, 9.612213134765625], [-8.019561767578125, 8.79827880859375]]
1858.jpg: [[-4.726877212524414, 9.159515380859375], [2.8704376220703125, 4.0445556640625], [-2.6795730590820312, -0.7464599609375], [-0.1018829345703125, -9.2237548828125]]
1859.jpg: [[-0.6552886962890625, 8.0841064453125], [7.718658447265625, 0.714691162109375], [-7.953144073486328, -6.178131103515625], [-3.7452850341796875, -2.319427490234375]]
186.jpg: [[6.786407470703125, -9.257781982421875], [-1.507293701171875, 5.104248046875], [-6.90167236328125, -3.253387451171875], [-1.25604248046875, -6.322906494140625]]
1860.jpg: [[9.928955078125, -1.1172256469726562], [5.5099639892578125, -3.70904541015625], [6.9826812744140625, -0.865692138671875], [-6.5866851806640625, 5.2206573486328125]]
1861.jpg: [[6.202789306640625, -7.35870361328125], [-0.952667236328125, 4.348663330078125], [-5.8567657470703125, -9.06561279296875], [-6.846405029296875, 1.54217529296875]]
1862.jpg: [[4.27520751953125, 7.648002624511719], [8.657669067382812, 2.4355697631835938], [9.782302856445312, -9.32818603515625], [-8.85296630859375, -4.3310394287109375]]
1863.jpg: [[-4.9633636474609375, 2.5986480712890625], [1.6011810302734375, -0.5572357177734375], [5.454193115234375, -5.205078125], [2.48345947265625, -0.764129638671875]]
1864.jpg: [[-4.444793701171875, 3.4542083740234375], [-2.045196533203125, -2.2320098876953125], [-5.14947509765625, 8.957855224609375], [-7.202362060546875, 9.7838134765625]]
1865.jpg: [[-3.540252685546875, -5.9616241455078125], [-9.959442138671875, -7.498992919921875], [-7.656494140625, 8.134063720703125], [-3.094482421875, -1.92266845703125]]
1866.jpg: [[-0.16976165771484375, -5.40728759765625], [3.4884185791015625, -1.730865478515625], [-7.074272155761719, 5.00537109375], [-4.8155364990234375, 6.472869873046875]]
1867.jpg: [[-4.555415153503418, -7.610443115234375], [7.5944976806640625, -4.19354248046875], [7.5519256591796875, 3.412628173828125], [4.038383483886719, -5.322052001953125]]
1868.jpg: [[-8.347488403320312, -3.9196815490722656], [1.279937744140625, -9.697261810302734], [2.0564727783203125, 2.1420440673828125], [-4.5161590576171875, -9.805130004882812]]
1869.jpg: [[-5.083740234375, 4.545074462890625], [-3.2801513671875, -5.014892578125], [-3.18084716796875, 7.543701171875], [-3.13873291015625, 0.816162109375]]
187.jpg: [[-0.991943359375, -0.9896621704101562], [-2.603179931640625, 6.6798858642578125], [-4.233154296875, 9.430908203125], [-4.42999267578125, 8.349563598632812]]
1870.jpg: [[6.95393180847168, -0.116485595703125], [-2.5254287719726562, -4.174072265625], [-0.43695640563964844, -2.9752197265625], [-4.458091735839844, 0.426513671875]]
1871.jpg: [[-9.107902526855469, -5.20361328125], [3.717498779296875, -3.995269775390625], [9.857627868652344, -6.88421630859375], [8.44244384765625, 7.0177001953125]]
1872.jpg: [[1.03326416015625, -0.546722412109375], [-5.8150634765625, -3.954345703125], [7.411529541015625, -5.3079986572265625], [0.90496826171875, 9.533721923828125]]
1873.jpg: [[-0.730316162109375, 1.1092414855957031], [8.09539794921875, 6.170021057128906], [2.93157958984375, 5.488006591796875], [-9.60845947265625, 0.9947357177734375]]
1874.jpg: [[3.3001327514648438, 0.25716209411621094], [-3.394744873046875, -9.74894905090332], [-5.6458282470703125, -9.29071044921875], [2.2129364013671875, -4.345344543457031]]
1875.jpg: [[-9.57769775390625, -0.9932365417480469], [-6.834808349609375, 7.190738677978516], [-0.7587890625, -4.887054443359375], [-0.925689697265625, 6.705352783203125]]
1876.jpg: [[-9.865135192871094, 0.5742950439453125], [-5.311920166015625, -1.8057708740234375], [4.70294189453125, 6.776641845703125], [-9.733108520507812, 3.499847412109375]]
1877.jpg: [[-7.033359527587891, 0.6934432983398438], [3.6529541015625, 1.15228271484375], [-1.0166053771972656, -2.930755615234375], [-6.792198181152344, 1.9391326904296875]]
1878.jpg: [[2.5321731567382812, 4.3081512451171875], [1.0411529541015625, -4.2940673828125], [0.1833953857421875, 5.023590087890625], [4.7487640380859375, 7.067291259765625]]
1879.jpg: [[0.6124725341796875, 1.6994857788085938], [8.7550048828125, -5.265773773193359], [-1.1329498291015625, -3.1435317993164062], [-0.069091796875, 9.04888916015625]]
188.jpg: [[-3.2896728515625, 5.8375701904296875], [-6.85980224609375, 6.36297607421875], [2.26202392578125, -3.4286346435546875], [-6.9847412109375, -8.680908203125]]
1880.jpg: [[5.12786865234375, 1.8625030517578125], [-9.145050048828125, 1.7633056640625], [6.835601806640625, -5.022674560546875], [-5.43597412109375, -1.004852294921875]]
1881.jpg: [[4.781402587890625, 8.7257080078125], [5.818603515625, -4.442840576171875], [-4.900115966796875, 2.44677734375], [-1.8913116455078125, -8.0499267578125]]
1882.jpg: [[0.129852294921875, -2.3724517822265625], [6.72491455078125, -6.3714599609375], [8.8272705078125, -0.22503662109375], [-7.2188720703125, 8.935455322265625]]
1883.jpg: [[7.696514129638672, 8.534942626953125], [-9.217620849609375, -0.5809173583984375], [-6.944178581237793, 7.6492919921875], [3.0016326904296875, -1.972808837890625]]
1884.jpg: [[0.849456787109375, 3.55108642578125], [5.414093017578125, 2.172332763671875], [-9.138107299804688, -2.2362060546875], [8.50592041015625, 0.790679931640625]]
1885.jpg: [[7.012664794921875, -2.935760498046875], [2.530670166015625, -6.93096923828125], [-6.9256591796875, 7.635711669921875], [-1.693939208984375, 6.101287841796875]]
1886.jpg: [[7.2364349365234375, -4.386684417724609], [-2.892822265625, -0.094390869140625], [2.010284423828125, -1.88067626953125], [-7.415985107421875, -1.2322845458984375]]
1887.jpg: [[1.9695243835449219, 9.607704162597656], [-7.36871337890625, -4.5374908447265625], [9.53183364868164, -4.9467010498046875], [7.8677825927734375, -9.000442504882812]]
1888.jpg: [[-8.95001220703125, 1.45721435546875], [3.4991455078125, -8.612762451171875], [-0.4207611083984375, -1.066314697265625], [-8.054229736328125, -0.0003662109375]]
1889.jpg: [[3.387664794921875, -0.59814453125], [-8.69232177734375, 0.0972137451171875], [7.860992431640625, -6.769622802734375], [-1.481658935546875, 7.355224609375]]
189.jpg: [[-2.101348876953125, -4.15478515625], [-2.166900634765625, 7.84625244140625], [8.295745849609375, 2.219818115234375], [-5.232452392578125, -5.84136962890625]]
1890.jpg: [[-3.621673583984375, 9.215538024902344], [-4.863983154296875, 4.184173583984375], [-1.665283203125, -7.6936187744140625], [-0.460418701171875, -5.8194580078125]]
1891.jpg: [[9.36993408203125, -9.921539306640625], [-5.490837097167969, -1.6939239501953125], [-1.1133747100830078, -9.292205810546875], [7.984710693359375, 4.473052978515625]]
1892.jpg: [[1.5020599365234375, -4.9523773193359375], [-7.60833740234375, 4.9358978271484375], [-3.294921875, 7.464996337890625], [-6.602325439453125, -7.515869140625]]
1893.jpg: [[-5.462644577026367, 6.980716705322266], [-8.787734985351562, 2.0909080505371094], [7.9943695068359375, -1.9857330322265625], [-8.850677490234375, 0.8116683959960938]]
1894.jpg: [[6.2708740234375, 6.9697418212890625], [4.68524169921875, -8.046875], [-4.362457275390625, 6.1042327880859375], [8.468017578125, 1.178985595703125]]
1895.jpg: [[-3.12921142578125, 3.8538818359375], [-0.461700439453125, 6.976898193359375], [0.4617156982421875, -8.96240234375], [-6.8155517578125, -9.441619873046875]]
1896.jpg: [[-6.66400146484375, 7.561553955078125], [-3.80889892578125, -7.33184814453125], [-7.4287567138671875, -0.5570220947265625], [9.46466064453125, 0.2673797607421875]]
1897.jpg: [[1.602386474609375, -3.7277297973632812], [1.307037353515625, 1.7139129638671875], [-8.49957275390625, 8.81524658203125], [-2.53228759765625, -3.2308349609375]]
1898.jpg: [[8.7474365234375, -1.66949462890625], [-3.366363525390625, -7.685577392578125], [-0.617034912109375, 5.541351318359375], [-5.305816650390625, -9.932693481445312]]
1899.jpg: [[7.543212890625, -6.201084136962891], [-9.641510009765625, 9.031280517578125], [-7.0503387451171875, 4.8136444091796875], [6.203521728515625, -2.0818939208984375]]
19.jpg: [[5.6100921630859375, 3.4919700622558594], [4.618194580078125, -6.396820068359375], [9.540176391601562, 5.255828857421875], [-3.37353515625, 0.6123809814453125]]
190.jpg: [[-5.481964111328125, -2.8502845764160156], [0.25335693359375, 1.6310691833496094], [-9.319244384765625, 3.233306884765625], [0.2869873046875, 8.452713012695312]]
1900.jpg: [[-8.329002380371094, -3.56866455078125], [7.3122406005859375, -3.710052490234375], [-2.171722412109375, -0.6482391357421875], [-5.53961181640625, 6.2314300537109375]]
1901.jpg: [[-3.566497802734375, 6.84210205078125], [9.48052978515625, -5.299386978149414], [7.8205718994140625, 3.9608001708984375], [-6.660919189453125, -9.495506286621094]]
1902.jpg: [[-3.4176406860351562, -1.0453338623046875], [-6.6365966796875, -2.136260986328125], [-0.5404891967773438, -0.075958251953125], [-8.41937255859375, 1.837646484375]]
1903.jpg: [[3.843963623046875, -1.606109619140625], [8.73858642578125, 5.18585205078125], [-3.76220703125, 4.603515625], [-6.30389404296875, -2.083984375]]
1904.jpg: [[-1.2328872680664062, 6.0976409912109375], [4.20654296875, 5.4287567138671875], [8.025833129882812, -7.253326416015625], [6.0855255126953125, -3.166229248046875]]
1905.jpg: [[-5.480072021484375, 2.238861083984375], [8.64483642578125, 0.75653076171875], [5.016357421875, 6.7716064453125], [1.690338134765625, 5.532257080078125]]
1906.jpg: [[-5.388008117675781, 0.03875732421875], [0.2067413330078125, -4.4273681640625], [-5.400482177734375, -3.576690673828125], [8.78192138671875, 0.845733642578125]]
1907.jpg: [[-7.996490478515625, -0.945098876953125], [-8.732925415039062, -1.83740234375], [6.006660461425781, 7.822357177734375], [-7.2156219482421875, -2.161285400390625]]
1908.jpg: [[-9.433334350585938, 5.17535400390625], [-1.23504638671875, -3.424285888671875], [-1.6885986328125, 3.661834716796875], [1.307098388671875, 2.157928466796875]]
1909.jpg: [[9.798271179199219, 6.1895294189453125], [2.4243621826171875, -8.7581787109375], [-4.803718566894531, 1.449798583984375], [4.307952880859375, 0.035003662109375]]
191.jpg: [[1.9422607421875, -1.6342315673828125], [-3.951416015625, 8.439788818359375], [-0.834259033203125, -5.2314453125], [-0.19708251953125, 6.978729248046875]]
1910.jpg: [[-1.3016815185546875, -0.1988372802734375], [3.999542236328125, -6.6669921875], [7.97467041015625, -8.81573486328125], [6.75628662109375, -5.94921875]]
1911.jpg: [[-0.31988525390625, 6.9781646728515625], [7.053985595703125, -7.1847381591796875], [-5.09918212890625, -3.092529296875], [1.11419677734375, -4.584197998046875]]
1912.jpg: [[-2.6640472412109375, 0.1044769287109375], [-2.567718505859375, -1.8600997924804688], [-7.83251953125, 9.88189697265625], [-0.722686767578125, 9.38372802734375]]
1913.jpg: [[-8.194931030273438, 5.2574462890625], [8.993072509765625, 6.22235107421875], [0.8315887451171875, -3.09930419921875], [2.620361328125, -0.468109130859375]]
1914.jpg: [[3.631622314453125, 8.971092224121094], [-5.476593017578125, 6.42694091796875], [-8.995208740234375, 0.795501708984375], [5.8929443359375, -8.916244506835938]]
1915.jpg: [[-3.6560134887695312, 7.24810791015625], [-6.0592041015625, 8.115142822265625], [6.093421936035156, -0.829986572265625], [4.2592620849609375, -8.225677490234375]]
1916.jpg: [[8.64483642578125, 1.323394775390625], [-6.566925048828125, 6.528839111328125], [-9.88909912109375, -6.561065673828125], [9.39495849609375, 4.86468505859375]]
1917.jpg: [[2.877655029296875, -7.646392822265625], [-2.8213348388671875, -0.537322998046875], [1.320770263671875, -6.32550048828125], [-1.4783477783203125, 4.19537353515625]]
1918.jpg: [[6.341196060180664, -2.163055419921875], [3.39630126953125, -6.947391510009766], [3.9256582260131836, 7.044158935546875], [8.89501953125, 1.0644683837890625]]
1919.jpg: [[-9.9708251953125, 0.925628662109375], [3.05853271484375, 4.996789932250977], [-4.7786865234375, 6.002616882324219], [3.992584228515625, 3.0926666259765625]]
192.jpg: [[-4.447479248046875, -1.5528106689453125], [-0.99163818359375, -8.525856018066406], [0.89849853515625, -8.58807373046875], [1.91259765625, 1.8441925048828125]]
1920.jpg: [[-3.1148834228515625, 6.323455810546875], [-8.82281494140625, 7.380706787109375], [4.20050048828125, 4.871429443359375], [5.498443603515625, -2.5546875]]
1921.jpg: [[-3.609375, 8.738479614257812], [-6.069122314453125, 3.590789794921875], [-9.264541625976562, -8.52764892578125], [-2.6862945556640625, -2.04144287109375]]
1922.jpg: [[-1.494140625, -8.52923583984375], [-7.810302734375, -6.339996337890625], [4.34906005859375, 7.69427490234375], [-9.70361328125, -1.8670654296875]]
1923.jpg: [[-0.3735504150390625, -1.2154064178466797], [5.972198486328125, 7.775703430175781], [-9.671043395996094, 1.2964859008789062], [-5.892547607421875, 1.8862075805664062]]
1924.jpg: [[-7.287872314453125, 8.682022094726562], [0.178497314453125, -8.864547729492188], [8.0714111328125, -3.596466064453125], [-2.38128662109375, 4.98028564453125]]
1925.jpg: [[-4.9375, 4.406646728515625], [0.45892333984375, -7.56640625], [-6.713134765625, -0.744537353515625], [0.467041015625, -0.442352294921875]]
1926.jpg: [[8.598541259765625, 9.936264038085938], [9.8748779296875, 5.175418853759766], [-4.994537353515625, 9.775039672851562], [8.898345947265625, -6.2059326171875]]
1927.jpg: [[7.5499267578125, -0.3255615234375], [9.794303894042969, 5.5269622802734375], [-3.230541229248047, 2.45916748046875], [-3.2655868530273438, -0.123321533203125]]
1928.jpg: [[-7.97662353515625, 9.553726196289062], [-2.2108154296875, -4.486572265625], [4.08709716796875, 6.73773193359375], [-0.296905517578125, 9.669769287109375]]
1929.jpg: [[-9.219749450683594, 9.6396484375], [-1.231597900390625, -5.253509521484375], [9.005424499511719, -5.136627197265625], [6.3121795654296875, -9.9873046875]]
193.jpg: [[-9.953033447265625, 6.816253662109375], [-2.77252197265625, 4.5049591064453125], [-7.6673583984375, -5.571075439453125], [5.40966796875, -8.0731201171875]]
1930.jpg: [[-1.35394287109375, 8.0362548828125], [0.310211181640625, 9.250946044921875], [9.123291015625, 6.879241943359375], [5.342437744140625, 7.691619873046875]]
1931.jpg: [[4.4576568603515625, -1.8379669189453125], [8.607711791992188, -1.4200592041015625], [1.1246185302734375, -0.063323974609375], [-4.8201446533203125, -2.3847198486328125]]
1932.jpg: [[-4.619268417358398, -6.4612274169921875], [7.5244293212890625, 5.1171112060546875], [-0.6734390258789062, 2.794403076171875], [9.336410522460938, 9.350006103515625]]
1933.jpg: [[-0.4992523193359375, 6.2464141845703125], [-8.42474365234375, -2.334686279296875], [-6.3004150390625, 8.214996337890625], [0.9874267578125, 7.880767822265625]]
1934.jpg: [[-6.9569091796875, -1.2914657592773438], [-8.5430908203125, -5.104969024658203], [9.7467041015625, 0.809814453125], [6.02911376953125, 2.08734130859375]]
1935.jpg: [[-7.2997589111328125, 5.039306640625], [-4.54644775390625, -6.855926513671875], [-2.523099899291992, 3.22283935546875], [0.7603912353515625, -5.10076904296875]]
1936.jpg: [[-2.5831642150878906, -6.740570068359375], [6.6826629638671875, 1.947662353515625], [-8.146808624267578, 9.260498046875], [5.640533447265625, 9.04150390625]]
1937.jpg: [[-8.966651916503906, -8.179298400878906], [3.945343017578125, 3.2385330200195312], [2.4394683837890625, 7.8192596435546875], [-5.01141357421875, -7.7689666748046875]]
1938.jpg: [[9.81878662109375, 8.757888793945312], [-3.8492431640625, 2.5512237548828125], [4.84075927734375, 0.13470458984375], [-5.843292236328125, 4.004058837890625]]
1939.jpg: [[-0.08268356323242188, 4.47552490234375], [8.85284423828125, 1.95941162109375], [-9.061187744140625, -8.21820068359375], [8.684982299804688, 0.544189453125]]
194.jpg: [[2.92779541015625, 7.585048675537109], [-1.700408935546875, 0.3562126159667969], [-3.403350830078125, -4.783790588378906], [-1.6724853515625, 9.646484375]]
1940.jpg: [[5.473388671875, 7.3654632568359375], [2.03009033203125, 3.3182830810546875], [-9.13531494140625, 0.938507080078125], [0.872772216796875, 5.180084228515625]]
1941.jpg: [[4.048828125, 2.2715091705322266], [0.45892333984375, -4.989830017089844], [-2.35369873046875, -4.858421325683594], [-5.883941650390625, 4.263092041015625]]
1942.jpg: [[2.6487579345703125, -4.108245849609375], [-8.358062744140625, -9.52081298828125], [-5.371978759765625, -1.089752197265625], [-2.220611572265625, -9.9683837890625]]
1943.jpg: [[-7.509796142578125, 8.092056274414062], [2.17706298828125, -4.037628173828125], [0.136932373046875, 9.30859375], [0.281982421875, 7.211273193359375]]
1944.jpg: [[-9.683355331420898, -2.74444580078125], [-7.736610412597656, -4.981231689453125], [6.412933349609375, -5.629608154296875], [-1.5591888427734375, -1.120147705078125]]
1945.jpg: [[5.21710205078125, -6.787287712097168], [-6.19976806640625, 3.302731513977051], [8.687774658203125, -7.029579162597656], [-3.75537109375, -6.6395416259765625]]
1946.jpg: [[1.5937957763671875, -9.525894165039062], [-7.479705810546875, 9.075271606445312], [-9.229297637939453, -5.311065673828125], [4.202117919921875, 8.560302734375]]
1947.jpg: [[4.546478271484375, 7.8783721923828125], [5.37738037109375, -5.511695861816406], [4.97125244140625, -5.794647216796875], [-9.67822265625, 0.985137939453125]]
1948.jpg: [[7.161970138549805, -9.66571044921875], [-4.191154479980469, 4.100120544433594], [4.42030143737793, 7.542083740234375], [-8.821296691894531, 3.116119384765625]]
1949.jpg: [[2.47857666015625, 2.3092803955078125], [-3.61810302734375, -1.8319854736328125], [9.33587646484375, -0.1133575439453125], [9.61175537109375, -8.471878051757812]]
195.jpg: [[-4.9430389404296875, 1.6044921875], [-2.5264892578125, -9.985594749450684], [-0.908660888671875, -5.55291748046875], [7.4940185546875, -5.857872009277344]]
